#front|back
華|[huá] glory, splendor, magnificent, (=中华 Zhōnghuá) China<br /><br />[Huà] {family name}>; 华山 Huà Shān (mountain in Shaanxi)
報|[bào] (=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram
立|[lì] stand, erect, vertical; 建立 jiànlì establish; 立刻 lìkè right away; 立方体 lìfāngtǐ cube
馬|[mǎ] horse; 马上 mǎshàng right away 马马虎虎 mǎmahūhū careless, casual<br /><br />{Compare with 乌 wū crow}
命|[mìng] (=生命 shēngmìng) life, fate, destiny; 命令 mìnglìng command; 革命 gémìng revolution
張|[zhāng] spread, sheet of paper, {classifier for surfaces, tables, postcards, etc.}>; 紧张 jǐnzhāng tense, nervous
活|[huó] live, alive, living, vivid, save someone's life; 生活 shēnghuó life; 活动 huódòng activity
難|[nán] difficult<br /><br />[nàn] disaster
神|[shén] spirit, god; 精神 jīngshén spirit, mind, consciousness, essence
數|[shù] number, number, figure, fate, plan; 数学 shùxué math<br /><br />[shǔ] count, enumerate, list<br /><br />[shuò] frequently, repeatedly
件|[jiàn] item, correspondence, document, {classifier for articles and items}>; 条件 tiáojiàn term, condition
安|[ān] still, quiet; 安全 ānquán safe, secure; 安排 ānpái arrange, plan, fix up
表|[biǎo] show, list, table, form, meter, (F錶) (wrist-)watch
原|[yuán] originally, simple, {family name}>; 原来 yuánlái original, formerly, as a matter of fact; 原因 yuányīn cause, reason
車|[chē] car, vehicle with wheels, {family name}><br /><br />[jū] (a piece in Chinese chess)<br /><br />{Compare with 东 dōng east}
白|[bái] white; 明白 míngbai understand, realize, clear, obvious; 白天 báitiān daytime; 白菜 báicài cabbage<br /><br />[bó] 李白 Lǐ Bó = Lǐ Bái<br /><br />{Compare with 自 zì self and 百 bǎi hundred}
應|[yīng] promise, answer, respond, {family name}>, (=应该 yīnggāi) should, ought to<br /><br />[yìng] 应用 yìngyòng apply
路|[lù] path, way, journey, distance, means, sequence, logic, sort, grade, class, {family name}>, (=道路 dàolù) road
期|[qī] phase, stage, {classifier for issues of periodicals}>, (=时期 shíqī) time period; 班期 bānqī schedule, time table; 星期 xīngqī week; 长期 chángqī long term<br /><br />[jī] anniversary
叫|[jiào] cry out, call; 叫做 jiàozuò be called, be known as
死|[sǐ] die, death
常|[cháng] often, constant, ordinary, {family name}>; 非常 fēicháng extremely
提|[tí] lift, raise, pick up, carry; 提高 tígāo improve; 提供 tígōng provide<br /><br />[dī] 提防 dīfang take precautions or be on guard against
感|[gǎn] (=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion
金|[jīn] (=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general
何|[hé] what?, where?, how?, {family name}>; 任何 rènhé any; 如何 rúhé how?; 几何 jǐhé geometry
更|[gèng] more, still/even more, furthermore<br /><br />[gēng] replace, transform, night watch; (=更改 gēnggǎi) change, alter<br /><br />{Compare with 吏 lì official and 便 biàn convenient}
反|[fǎn] turn over, return, revolt, (=反对 fǎnduì) oppose, combat; 反映 fǎnyìng reflect<br /><br />[bǎn] 反反 bǎnbǎn proper, fitting<br /><br />{Compare with 友 yǒu friend}
合|[hé] close, shut, accord with, conform to, be equal to, together, jointly, {classifier for rounds}>, (=结合 jiéhé) combine; 合作 hézuò cooperate<br /><br />[gě] decilitre
放|[fàng] put, release, set free, give out, expand, blossom, bloom, lend (money) at interest; 解放 jiěfàng liberate, emancipate
做|[zuò] do, act, make, produce, write, compose, {slang}> to have sex; 叫做 jiàozuò be called, be known as; 做法 zuòfǎ method, way of doing<br /><br />{Sometimes replaceable with 作 zuò do}
系|[xì] series, department, faculty, (=系统 xìtǒng) system, (F係) (=联系 liánxì) integrate, relate to; 关系 guānxi concern, affect, matter, (F繫) tie, fasten, feel anxious, be concerned<br /><br />[jì] (F繫) tie, bind
計|[jì] (=计算 jìsuàn) count, calculate, plot, plan, {family name}>; 统计 tǒngjì statistics
或|[huò] (=或者 huòzhě) or, (=或许 huòxǔ) perhaps, mayby, (=可能 kěnéng) probably<br /><br />{Compare with 國=国 guó country}
司|[sī] 公司 gōngsī company, corporation; 司令 sīlìng commander
利|[lì] (=利益 lìyì) interest, benefit, profit, {family name}>; 利用 lìyòng utilize; 胜利 shènglì triumph; 意大利 Yìdàlì Italy
受|[shòu] receive, endure, (=接受 jiēshòu) accept; 难受 nánshòu unhappy
光|[guāng] light, merely; 阳光 yángguāng sunlight; 光荣 guāngróng glory
王|[wáng] king; 王国 wángguó kingdom, realm, domain<br /><br />[wàng] (rare) rule<br /><br />{Compare with 主 zhǔ lord and 玉 yù jade}
果|[guǒ] fruit, surely, truly, as expected, (=结果 jiéguǒ) result, consequence, outcome; 如果 rúguǒ if
親|[qīn] close relative, kiss; 母亲 mùqin mother; 父亲 fùqin father; 亲自qīnzì in person<br /><br />[qìng] 亲家 qìngjia relatives by marriage
界|[jiè] (=界限 jièxiàn) boundary, limit; 世界 shìjiè world<br /><br />[gā] 不搭界 bù dāgā have no relation, have nothing to do with<br /><br />[gà] 半间不界 bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre
及|[jí] reach, come up to, and, in, on, to; 以及 yǐjí as well as; 及时 jíshí promptly
今|[jīn] now, this; 今天 jīntiān today
京|[jīng] capital city, (=北京 Běijīng) short for Beijing; 南京 Nánjīng; 东京 Dōngjīng Tokyo (or other eastern capital in previous dynasties!)
務|[wù] affair, business; 任务 rènwu assignment, task; 服务 fúwù service, serve
制|[zhì] work out, (=制度 zhìdù) system, institution, (=控制 kòngzhì) control, dominate, (F製) (=制造 zhìzào) manufacture
解|[jiě] separate, explain, untie, undo, take off, dissolve, {mathematic}> solution<br /><br />[Xiè] {family name}><br /><br />[jiè] 解送 jièsòng send under guard
各|[gè] each, every, different, separately; 各有千秋 gèyǒuqiānqiū each has his merits<br /><br />[gě] 自各 zìgě oneself, by oneself
任|[rèn] appoint, no matter, serve a position, allow, trust, official post, {classifier for terms of office}>; 任务 rènwu task; 任何 rènhé any<br /><br />[Rén] {family name}>
至|[zhì] to, until, extremely, most, arrive, reach; 甚至 shènzhì even (to the point of), so much so that; 至少 zhìshǎo at least
清|[qīng] (=清楚 qīngchu) clear; 清洁 qīngjié clean
物|[wù] thing, matter; 动物 dòngwù animal; 植物 zhíwù plant; 物理 wùlǐ physics
台|[tái] {polite}> you, (F臺) platform, {classifier for performances, engines, computers, TV-sets, etc.}>, (=台湾 Táiwān) short for Taiwan, (F檯) desk, table, (F颱) 台风 táifēng typhoon<br /><br />[tāi] 天台 Tiāntāi (in eastern Zhejiang)
象|[xiàng] appearance, likeness, (=大象 dàxiàng) elephant
記|[jì] (=记得 jìde) remember, (=记录 jìlù) record<br /><br />{Compare with the "open" radical 己 jǐ self and not the close 已 yǐ already}
邊|[biān] on the side of something, margin, limit, {family name}>, (=旁边 pángbiān) side; 这边 zhèbiān over here
共|[gòng] share; 一共 yígòng in all; 共产 gòngchǎn communist; 公共 gōnggòng public; 共和 gònghé republic
風|[fēng] wind
戰|[zhàn] (=战争 zhànzhēng) war
干|[gān] stem; 干涉 gānshè interfere, intervene, (F乾) dry<br /><br />[gàn] (F幹) do<br /><br />{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters are sometimes used as ordinal numbers}<br /><br />{Compare with 千 qiān thousand and于 yú at}
接|[jiē] connect, (=接受 jiēshòu) accept; 接着 jiēzhe catch, next; 直接 zhíjiē direct
它|[tā] it, its
許|[xǔ] allow, somewhat, {family name}>, (=也许 yěxǔ) perhaps; 许多 xǔduō a lot<br /><br />[hǔ] 邪许 yéhǔ yell in unison, yo-ho-ho
八(A捌)|[bā] eight; 八月 Bāyuè August
特|[tè] (=特别 tèbié) special, particular; 特点 tèdiǎn characteristic
覺|[jué] perceive<br /><br />[jiào] (=睡觉 shuìjiào) sleep; 午觉 wǔjiào siesta, afternoon nap
望|[wàng] look, full moon; 希望 xīwàng hope, wish
直|[zhí] straight, directly<br /><br />{Compare with 真 zhēn true}
服|[fú] (=服务 fúwù) serve, (=衣服 yīfu) clothes<br /><br />[fù] dose
毛|[máo] hair<br /><br />{Compare with 手 shǒu hand}
林|[lín] (=森林 sēnlín) forest, {family name}>; 桂林 Guìlín (city in Guangxi)
題|[tí] topic, problem, inscribe; 问题 wèntí question, problem; 题目 tímù title
建|[jiàn] construct, establish; 建议 jiànyì suggest
南|[nán] south; 西南 xīnán southwest<br /><br />[nā] 南无 nāmó 〈Sanskrit〉 to give oneself totally to
度|[dù] degree, extent, unit (kWh, angle, temperature, etc.), {classifier for units of measurement, occasions, times, etc.}>; 制度 zhìdù system, institution<br /><br />[duó] 猜度 cāiduó surmise
統|[tǒng] order, unite, (=系统 xìtǒng) system; 统治 tǒngzhì rule, dominate; 统一 tǒngyī together, unify, unite, integrate
色|[sè] (=颜色 yánsè) colour; 脸色 liǎnsè complexion, look, facial expression<br /><br />[shǎi] colour
字|[zì] written character; 汉字 Hànzì Chinese character; 名字 míngzi name; 体字 tǐzì style of written Chinese, typface, font<br /><br />{Compare qith 学 xué study}
請|[qǐng] please, request, invite; 请求 qǐngqiú ask, request
交|[jiāo] join; 交通 jiāotōng traffic; 交换 jiāohuàn exchange
愛|[ài] (=爱情 àiqíng) love; 爱人 àirén spouse, lover
讓|[ràng] let, allow
認|[rèn] (=认为 rènwéi) consider, (=认识 rènshi) recognize
算|[suàn] (=计算 jìsuàn) count, calculate, compute; 算了 suànle forget it, never mind
論|[lùn] theory<br /><br />[Lún] 论语 Lúnyǔ The Confucian Analects
佰|[bǎi] hundred<br /><br />[bò] 抄总 chāobòzǒng express/cover everything<br /><br />{Compare with 白 bái white}
吃|[chī] eat<br /><br />[qī] 吃吃 qīqī {the sound of giggling}>
義|[yì] justice, (=意义 yìyì) meaning; 主义 zhǔyì ~ism
科|[kē] department; 科学 kēxué science; 外科 wàikē surgery
怎|[zěn] (=怎么 zěnme) how?
元|[yuán] first, primary, dollar
社|[shè] club, organized body, (=社会 shèhuì) society
術|[shù] skill, (=艺术 yìshù) art; 技术 jìshù technique<br /><br />[zhú] 术酒 zhújiǔ medicinal wine
結|[jié] tie; 结果 jiéguǒ result; 结婚 jiéhūn marry<br /><br />[jiē] bear fruit
六(A陆,陸)|[liù] six; 六月 liùyuè June<br /><br />{Compare with 兴 xìng prosper}
功|[gōng] achievement; 成功 chénggōng succeed; 功夫 gōngfu time (duration), time (when), skill, art, work
指|[zhǐ] point, (=指头 zhǐtou) finger, toe; 指甲 zhǐjia finger nail
思|[sī] (=思想 sīxiǎng) thought<br /><br />[si] 意思 yìsi meaning<br /><br />[sāi] 于思 yúsāi richly bearded
非|[fēi] not, non-; 非常 fēicháng unusually, extraordinary, special, very, extremely
流|[liú] to flow, stream; 电流 diànliú electric current; 交流 jiāoliú to exchange, alternate
每|[měi] every, each; 每天 měitiān every day
青|[qīng] nature's colour blue/green/black...; 青年 qīngnián youth; 青蛙 qīngwā frog
管|[guǎn] tube, (=管理 guǎnlǐ) manage, supervise; 不管 bùguǎn no matter, regardless of
夫|[fū] man, (=丈夫 zhàngfu) husband; 工夫 gōngfu time, duration, skill; 大夫 dàifu doctor<br /><br />[fú] (formal) this/that (person)<br /><br />{Compare with 天 tiān heaven and 失 shī lose}
連|[lián] connect, including; 连忙 liánmáng right away; 连续 liánxù continuous
遠|[yuǎn] far
資|[zī] money, expenses; 资本主义 zīběnzhǔyì capitalism; 投资 tóuzī invest
隊|[duì] team, (=部队 bùduì) army, (=队伍 duìwǔ) troops
跟|[gēn] heel, follow, with, and
帶|[dài] belt, zone, carry, bring, take
花|[huā] flower, spend; 花生 huāshēng peanut
快|[kuài] fast, sharp, (=快乐 kuàilè, =愉快 yúkuài) happy
條|[tiáo] twig, strip, item, {classifier for dogs, snakes, dragons, etc.}>; 条件 tiáojiàn condition, term
院|[yuàn] courtyard; 学院 xuéyuàn college; 医院 yīyuàn hospital; 法院 fǎyuàn court
變|[biàn] change; 变成 biànchéng become; 变化 biànhuà variation; 改变 gǎibiàn alter
聯|[lián] unite, join; 联系 liánxì integrate, relate, link, get in touch with
言|[yán] words; 语言 yǔyán language, speech, word
權|[quán] right, power
往|[wǎng] to, toward; 往往 wǎngwǎng often
展|[zhǎn] expand, spread out, {family name}>; 发展 fāzhǎn develop, expand, grow; 展览 zhǎnlǎn exhibit, show, display
該|[gāi] (=应该 yīnggāi) should
領|[lǐng] to lead, collar; 领导 lǐngdǎo, 领袖 lǐngxiù leader; 本领 běnlǐng ability
傳|[chuán] pass, pass on; 传统 chuántǒng tradition<br /><br />[zhuàn] Confucian classic
近|[jìn] near; 附近 fùjìn vicinity; 最近 zuìjìn recently, lately, soon
留|[liú] remain, stay, (=保留 bǎoliú) keep, reserve; 留学 liúxé to study abroad; 遗留 yíliú hand down; 拘留 jūliú arrest
紅|[hóng] (=红色 hóngsè) red; 东方红 Dōngfānghóng The East is Red<br /><br />[gōng] 女红 nǚgōng needlework
治|[zhì] govern, cure, punish; 政治 zhèngzhì government
決|[jué] 解决 jiějué solve, resolve, settle; 决定 juédìng decide, resolve, make up one's mind
周|[zhōu] circuit, circumference, cycle, week; 周围 zhōuwéi vicinity, surroundings, entirely; 周身 zhōushēn whole vody
保|[bǎo] (=保护 bǎohù) protect; 保证 bǎozhèng ensure, guarantee
達|[dá] reach, arrive<br /><br />[dā] {referring to sounds of clocks or footsteps}><br /><br />[tà] 挑达 tāotà walk casually to and fro
辦|[bàn] do; 办法 bànfǎ method; 办公室 bàngōngshì office<br /><br />{Compare with 为 wèi for}
運|[yùn] carry, transport, (运气 yùnqi) fortune, luck; 运动 yùndòng move, turn around, sports
武|[wǔ] military; 武器 wǔqì weapon; 武术 wǔshù martial arts
半|[bàn] half, semi~<br /><br />{Compare with 平 píng even}
候|[hòu] (=时候 shíhou) time, wait, situation
七(A柒)|[qī] seven; 七月 qīyuè July
必|[bì] (=必须 bìxū) must; 不必 búbì needn't
城|[chéng] (=城市 chéngshì) city, wall; 长城 chángchéng Great Wall
父|[fù] (=父亲 fùqin) father; 父母 fùmǔ parents<br /><br />[fǔ] old man
強,彊|[qiáng] strong<br /><br />[qiǎng] strive<br /><br />[jiàng] 倔强 juéjiàng stubborn, unbending
步|[bù] step; 进步 jìnbù progress, improve; 散步 sànbù take a walk
完|[wán] finished, complete
革|[gé] leather; 革命 gémìng revolution; 改革 gǎigé reform<br /><br />[jí] 病革 bìngjí about to die of illness
深|[shēn] deep; 深刻 shēnkè deep, profound; 深夜 shēnyè deep in the night
區|[qū] (=地区 dìqū) area; 区别 qùbié difference<br /><br />[ōu] {family name}>
即|[jí] namely, that is, even if, (=立即 lìjí) immediately, at once
求|[qiú] seek, ask; 要求 yāoqiú demand, request, requirement
品|[pǐn] (=产品 chǎnpǐn) product; 商品 shāngpǐn merchandise, goods
士|[shì] scholar; 博士 bóshì Ph.D; 女士 nǚshì lady, Ms.; 战士 zhànshì soldier<br /><br />{Compare with 土 tǔ earth}
轉|[zhuǎn] turn, transfer<br /><br />[zhuàn] rotate<br /><br />[zhuǎi] 转文 zhuǎiwén to flaunt one's speach
量|[liàng] amount; 量词 liàngcí classifier, measure word<br /><br />[liáng] to measure
空|[kōng] empty, sky<br /><br />[kòng] leave empty, free time
眾|[zhòng] crowd, many; 群众 qúnzhòng the masses; 听众 tīngzhòng audience
技|[jì] 技术 jìshù technology, technique; 科技 kējì science and technology
輕|[qīng] light (compare with 重 zhòng heavy)
程|[chéng] 过程 guòchéng process; 工程 gōngchéng engineering project; 程度 chéngdu level, degree, extent
告|[gào] (=告诉 gàosu) tell; 报告 bàogào report, make known<br /><br />[gù] 告朔 gùshuò distributing feudal calendar
江|[jiāng] river; 长江 Cháng Jiāng Yangtze River; 江山 jiāngshān landscape
語|[yǔ] (=语言 yǔyán) language; 汉语 Hànyǔ Chinese; 语法 yǔfǎ grammar; 成语 chéngyǔ idiom<br /><br />[yù] tell
英|[yīng] brave, outstanding person, (=英雄 yīngxióng) hero; 英国 Yīngguó England
基|[jī] 基础 jīchǔ base, foundation; 基本 jīběn basic, fundamental, essential
派|[pài] faction, send; 党派 dǎngpài political parties<br /><br />[pā] 派司 pāsi passport, identification
滿|[mǎn] full; 满足 mǎnzú satisfied, contented
式|[shì] (=形式 xíngshì) form; 方式 fāngshì way, pattern; 正式 zhèngshì formal, official
李|[lǐ] (=李子 lǐzi) plum, {family name}>
息|[xī] breath, stop<br /><br />[xi] 消息 xiāoxi news; 休息 xiūxi rest
寫|[xiě] write; 描写 miáoxiě describe, depict<br /><br />[xiè] 写意 xiěyǐ freehand brushwork, sketch<br /><br />{Compare with 与 yǔ and}
呢|[ne] {sentence final particle}><br /><br />[ní] woolen cloth
識|[shí] know; 认识 rènshi know, recognize; 识别 shíbié tell apart<br /><br />[zhì] (formal) remember, commit to memory, mark, sign
極|[jí] extreme, pole; 太极 Tài Jí the Supreme Ultimate (in Chinese cosmology); 太极拳 tǎijíquán shadowboxing
令|[lìng] make, cause; 命令 mìnglìng command<br /><br />[lǐng] ream, {classifier for paper}><br /><br />[líng] 脊令 jílíng (=鹡鸰 jílíng) wagtail (a symbol of brotherly friendship)
黃|[huáng] (=黄色 huángsè) yellow
德|[dé] virtue; 道德 dàodé ethics; 德国 Déguó Germany
收|[shōu] gather, (=收到 shōudào) recieve, (=收获 shōuhuò) harvest; 收拾 shōushi put in order; 收音机 shōuyīnjī radio
臉|[liǎn] face
錢|[qián] money, copper coin
黨|[dǎng] (political) party, clique; 共产党 Gòngchǎndǎng Communist Party; 国民党 Guómíndǎng Nationalist Party
倒|[dǎo] fall down, topple<br /><br />[dào] invert, (move) backwards, pour, contrary to expectations<br /><br />[dáo] follow up
未|[wèi] have not, did not; 未来 wèilái future<br /><br />{Compare with 末 mò end}
持|[chí] hold; 坚持 jiānchí persist in, insist on; 保持 bǎochí keep, maintain, preserve
取|[qǔ] take, get, fetch
設|[shè] set up; 建设 jiànshè build, construct; 设计 shèjì design, plan; 设备 shèbèi equipment, facilities
始|[shǐ] (=开始 kāishǐ) begin, start; 始终 shǐzhōng all along
版|[bǎn] printing plate, edition; 出版 chūbǎn publish
雙|[shuāng] pair, twin, double; 双方 shuāngfāng both sides
历|[lì] (F歷) 历史 lìshǐ history; 经历 jīnglì experience, (F曆) 日历 rìlì calendar<br /><br />{Compare with 厉 lì severe}
越|[yuè] 越…越… the more... the more...
史|[shǐ] (=历史 lìshǐ) history, {family name}>; 外史 wàishǐ unofficial history<br /><br />{Compare with 吏 lì official and 更 gèng more}
商|[shāng] discuss, business
仟|[qiān] thousand<br /><br />{Compare with 干 gān stem and 于 yú at}
片|[piàn] slice; 照片 zhàopiàn photo; 片刻 piànkè moment; 卡片 kǎpiàn card<br /><br />[piān] film
容|[róng] contain; 容易 róngyì easy; 内容 nèiróng content
研|[yán] grind, (=研究 yánjiū) study, research
像|[xiàng] resemble, (=肖像 xiàoxiàng) portrait, image
找|[zhǎo] look for, seek<br /><br />{Compare with 我 wǒ me}
友|[yǒu] (=朋友 péngyǒu) friend; 友好 yǒuhǎo friendship<br /><br />{Compare with 反 fǎn turn over}
孩|[hái] (=孩子 háizi, =小孩儿 xiǎoháir) child; 女孩儿 nǚháir girl
站|[zhàn] stand; 火车站 huǒchēzhàn train station
廣|[guǎng] wide, extensive<br /><br />[yǎn] (when referring to the radical)
改|[gǎi] (=改变 gǎibiàn) change; 改革 gǎigé reform
議|[yì] (=议论 yìlùn) discuss, confer; 会议 huìyì meeting, conference; 建议 jiànyì suggest, propose
形|[xíng] (=形式 xíngshì) form, shape; 形成 xíngchéng to form, take shape
委|[wěi] 委员会 wěiyuánhuì committee; 委托 wěituō entrust<br /><br />[wēi] 虚与委蛇 xūyǔwēiyí to pretend interest and sympathy
早|[zǎo] early; 早饭 zǎofàn breakfast; 早晨 zǎochen morning
房|[fáng] (=房间 fángjiān) room, (=房子 fángzi) building
音|[yīn] (=声音 shēngyīn) sound; 音乐 yīnyuè music
火|[huǒ] fire; 火车 huǒchē train; 火柴 huǒchái match; 火焰 huǒyàn flame
際|[jì] (=边际 biānjì) boundary; 实际 shíjì reality; 国际 guójì international
則|[zé] (conjunction); 原则 yuánzé principle; 否则 fǒuzé or else
首|[shǒu] head; 首先 shǒuxiān first of all; 首都 shǒudū capital (of a country)
單|[dān] alone, single, sheet<br /><br />[chán] 单于 chányú {hist.}> chief of the Xiongnu<br /><br />[Shàn] {family name}>
據|[jù] seize, depend on, (=根据 gēnjù) according to<br /><br />[jū] 拮据 jiéjū short of money, hard up
導|[dǎo] lead; 领导 lǐngdǎo leader
影|[yǐng] shadow, image; 电影 diànyǐng movie
失|[shī] lose; 失败 shībài be defeated<br /><br />{Compare with 先 xiān first}
拿|[ná] hold; 拿来 nálái bring; 拿去 náqù take; 拿给 nágěi hand over
網|[wǎng] net; 网球 wǎngqiú tennis; 因特网 yīntèwáng Internet
香|[xiāng] perfume, fragrant; 香港 Xiānggǎng Hong Kong
似|[sì] similar; 似乎 sìhu it seems<br /><br />[shì] 似的 shìde alike
斯|[sī] thus (nowadays used mostly as a phonem in foreign names); 法西斯 fǎxīsī Fascist
專,耑|[zhuān] (=专门 zhuānmén) special, (=专家 zhuānjiā) expert; 专政 zhuānzhèng dictatorship
石|[shí] (=石头 shítou) stone, rock<br /><br />[dàn] unit of grain<br /><br />{Compare with 右 yòu right}
若|[ruò] seem, as if; 假若 jiǎruò if; 若干 ruògān how much?<br /><br />[rě] 般若 bōrě buddhist widom, prajna
兵|[bīng] (=士兵 shìbīng) soldier; 兵力 bīnglì military strength<br /><br />{Compare with 宾 bīn guest}
弟|[dì] (=弟弟 dìdi) younger brother<br /><br />[tì] (=悌)
誰|[shuí] who?<br /><br />[shéi] who?
校|[xiào] (=学校 xuéxiào) school<br /><br />[jiào] (=校对 jiàoduì, 校正 jiàozhèng) proofread
讀|[dú] read<br /><br />[dòu] pause in reading
志|[zhì] (=意志 yìzhì) will, (=标志 biāozhì) mark; 同志 tóngzhì comrade, (F誌) 杂志 zázhì magazine
飛|[fēi] fly; 飞机 fēijī airplane
觀|[guān] view, contemplation<br /><br />[guàn] 道观 Dàoguàn Daoist temple
爭|[zhēng] contend, dispute; 战争 zhànzhēng war, warfare; 斗争 dòuzhēng fight, struggle
究|[jiū] 研究 yánjiū study, research; 究竟 jiūjìng after all
包|[bāo] bag, wrap
組|[zǔ] organize, group; 组织 zǔzhī organization, organize, form
造|[zào] (=制造 zhìzào) manufacture, (=创造 chuàngzào) create
落|[luò] fall<br /><br />[là] be missing<br /><br />[lào] 落色 làoshǎi fade (in colour)<br /><br />[luō] 空落落 kōngluōluō absolutely nothing left, open/spacious and desolate
視|[shì] look; 电视 diànshì television
濟|[jì] 经济 jīngjì economy; 救济 jiùjì help disaster victims<br /><br />[jǐ] 济济 jǐjǐ multitudinous, numerous, magnificent
喜|[xǐ] happiness; 喜欢 xǐhuān like
離|[lí] (=离开 líkāi) leave, from
雖|[suī] (=虽然 suīrán) although
坐|[zuò] seat, sit, travel by (car/plane/etc.), put a kettle (or similar) on the fire, {classifier for bridges, buildings, etc.}>; 请坐 qǐngzuò please have a seat; 坐公共汽车 zuò gōngòng qìchē ride a bus
集|[jí] (=收集 shōují) collect; 集中 jízhōng centralize
編|[biān] weave, organize, (=编辑 biānjí) edit
寶|[bǎo] treasure
談|[tán] talk
府|[fǔ] 政府 zhèngfǔ government
拉|[lā] pull, drag, haul<br /><br />[lǎ] 半拉 bànlǎ half<br /><br />[lá] slit<br /><br />[là] 拉拉蛄 làlagù mole cricket
黑|[hēi] (=黑色 hēisè) black; 黑暗 hēi'àn dark
且|[qiě] for the time being; 而且 érqiě furthermore<br /><br />[jū] (only used some personal names)
隨|[suí] follow; 随便 suíbiàn as you like
格|[gé] check, pattern, standard; 格外 géwài especially<br /><br />[gē] {the sound of laughter, clicking of a hen}>, chuckel
尽|[jìn] (F盡) use up<br /><br />[jǐn] (F儘) to max extent; 尽管 jǐnguǎn even though
劍|[jiàn] sword; 宝剑 bǎojiàn double-edged sword
講|[jiǎng] speak, explain, discuss, stress
布|[bù] cloth, spread
殺|[shā] kill, fight, weaken, reduce, burn (of medicine)
微|[wēi] tiny, micro; 微笑 wēixiào smile
怕|[pà] (=害怕 hàipà) to fear; 可怕 kěpà horrible
母|[mǔ] (=母亲 mǔqin) mother; 父母 fùmǔ parents; 字母 zìmǔ letters of an alpabet
調|[diào] shift, tone<br /><br />[tiáo] adjust
局|[jú] department, situation; 邮局 yóujú post office
根|[gēn] root; 根本 gēnběn essence, foundation, basic, utterly, (not) at all
曾|[céng] (=曾经 céngjīng) in the past<br /><br />[zēng] great- (grandmother)<br /><br />[cēng] 挨曾儿 āicēngr 〈colloquial〉 to get a scolding
准|[zhǔn] allow, (F準) certainly, precise; 准备 zhǔnbèi prepare; 标准 biāozhǔn standard
團|[tuán] ball, lump, group; 团结 tuánjié unite, rally
段|[duàn] section, paragraph; 手段 shǒuduàn method, means (to an end), strategy
終|[zhōng] end; 终于 zhōngyú finally; 始终 shǐzhōng all along; 终身 zhōngshēn life-long
樂|[lè] enjoy, be glad, pleasure, (=快乐 kuàilè) happy<br /><br />[yuè] (=音乐 yīnyuè) music
切|[qiē] to cut<br /><br />[qiè] correspond to; 一切 yíqiè all
級|[jí] grade, level; 阶级 jiējí (social) class, steps, stairs, rank
克|[kè] (=克服 kèfú) overcome, gram, (F剋) 克期 kèqī set time limit<br /><br />[kēi] (=剋) scold
精|[jīng] perfect; 精神 jīngshén spirit, essence; 酒精 jiǔjīng alcohol
哪|[nǎ] what? 哪儿 nǎr where?<br /><br />[něi] (before classifier) which?<br /><br />[na] (used in orders and exclamations)<br /><br />[Né] (in foreign names)
官|[guān] official; 官僚 guānliáo bureaucrat
示|[shì] (=表示 biǎoshì) show, indicate; 指示 zhǐshì point out
冲|[chōng] (F沖) rinse, rush, (F衝) rush<br /><br />[chòng] (F衝) towards
竟|[jìng] finish, (=竟然 jìngrán) unexpectedly; 究竟 jiūjìng actually, exactly, in the end, after all
乎|[hū] 似乎 sìhu it seems; 几乎 jīhū almost
